Text,Topic
"Pamjet e arrestimit të Liam Mandiaro, çfarë ndodhi në shtëpinë e Big Brother VIP?",kro
"Ra nga ura teksa po ecte, ndërron jetë një grua në Shkopet",kro
"Bëri për spital partneren, e pëson keq shqiptari në Greqi",kro
"Të dënuar për trafik droge, qëllohen me armë dy të rinjtë shqiptarë në Itali",kro
"E rëndë në Lushnje/ Makina përplas endacakun që po mblidhte kanaçe dhe largohet",kro
"Arrestimi brenda “Big Brother”, zbardhet deklarata e Liam Osmanit",kro
"Aksident në Lezhë/ Përplasen 4 makina, dy të plagosur",kro
"Sarandë/ Ushtronte dhunë ndaj babait dhe kundërshtoi policinë, e pëson keq 38-vjeçari",kro
"U deklarua i vdekur më 2013 me vendim gjykate/Ekstradohet shqiptari i dënuar 25 vite burg",kro
"Aksident tragjik në Itali, furgoni përplas për vdekje 21-vjeçarin shqiptar",kro
"Elbasan/ Përplasen dy makina, njëra prej tyre përfundon në një lokal",kro
"Shpërthimi në Ballsh, policia jep detaje, procedohen dy persona",kro
"Mbërrin te Trauma deputeti Çela dhe një i plagosur tjetër",kro
"Shpërthimi në Lushnje, flasin banorët: Ishte e frikshme u ngritën llamarinat në ajër",kro
"Si ndodhi plagosja në Pogradec?27-vjeçari tentoi të largohej, autori e ndoqi për ta vrarë",kro
"Ballsh/ Shpërthen depozita me mbetje nafte bruto",kro
"Plagoset i riu me armë zjarri në Pogradec, detajet e para",kro
"Vlorë/ Përleshje mes vëllezërve pranë xhamisë, pas sherrit përfundojnë në Komisariat",kro
"Aksident në aksin Fier-Lushnjë/  Përplasi të moshuarin,  arrestohet shoferi",kro
"Shpërthim i fortë në Lushnjë, ka të plagosur",kro
"Të shtëna me armë zjarri në Koplik, plagoset 32-vjeçari",kro
"Sherr mes fqinjëve/ Parandalohet ngjarja kriminale në Pukë",kro
"Masakra e Lushnjës/  Gjykata jep pretencën për Laert Haxhiun",kro
"Ekzekutoi 40-vjeçarin/ Babai i autorit jetonte me familjen e viktimës! Zbardhen detaje",kro
"Tronditet Korça/ Autori qëllon për vdekje një person, më pas i jep fund dhe jetës së tij",kro
"Sekuestrohen mbi 80 kg kanabis në Greqi, dyshime se vinte nga Shqipëria",kro
"Tjetër aksident pranë tunelit të Skërficës, makina përfundon mbi tulla",kro
"Plagosi me thikë kundërshtarin në një lokal bastesh, arrestohet shqiptari në Itali",kro
"Aksident i frikshëm në Lezhë, makina futet në dyqan",kro
"Krimi tronditës në Durrës/ Kush është vrasësi i babait? Gazetari: U gjet një fije floku",kro
"Belgjikë/ Familja shqiptare dënohet për pjesëmarrje në trafikun e kokainës",kro
"Burgosi gruan, nënën dhe fëmijët, shtyhet masa e arrestit për Jetnor Zhabolin",kro
"U hodh nga kati i tretë i Spitalit të Traumës, ndërron jetë 47-vjeçari, detaje",kro
"Jeta e dyfishtë e Bledar Dedjas/ Seks në këmbim të parave me 17-vjeçarin që e masakroi",kro
"Plas sherri mes dy shqiptarëve në Francë, një i plagosur me armë dhe tjetri me thikë",kro
"Sulmuan me armë policët e kufirit/ SPAK dërgon për gjykim 7 trafikantët e klandestinëve",kro
"Sekuestrohen 29 mijë euro të padeklaruara, e pëson keq shoferi dhe dy pasagjerët",kro
"Vrasja në “Don Bosko”/ autorët ngatërruan objektivin, në kërkim porositësi",kro
"U vra nga fëmijët/Djali tregon si planifikuan vrasjen e babait: Vendosëm ditën e shtunë..",kro
"“Nuk e ka ekzekutuar vajza”/ Karamuço nxjerr detaje nga vrasja e 50-vjeçarit në Durrës!",kro
"I mori 400 mijë lekë qytetarit/Arrestohet 34-vjeçarja që shtirej si punonjëse e Kadastrës",kro
"Ishte duke ecur, përplaset nga makina burri i këngëtares së njohur shqiptare",kro
"Ekzekutoi të atin, flet 19-vjeçarja: Kisha dy mundësi, o ta vrisja ose të arratisesha",kro
"Tentoi të trafikojë 11 kg heroinë nga Kosova drejt Shqipërisë, e pëson keq 39-vjeçari",kro
"Video/ Vrau të atin dhe e groposi, çohet në vendin e ngjarjes 19-vjeçarja Hygerta Meta",kro
"Zbardhet dëshmia e gruas së Pëllumb Metës/Çdo gjë që thoshte ai duhej të bëhej, ndryshe..",kro
"Zbardhet dëshmia e studentes që vrau të atin/Donte të më fejonte me një emigrant në Itali",kro
"Vrasja horror në Shënavlash/19-vjeçarja e varrosi babanë në kasollen e lopës",kro
"E rëndë në Durrës/ 19-vjeçarja vret me armë babanë: Më detyronte të fejohem!",kro
"Djali u akuzua se drogoi e torturoi të dashurën për të abortuar, babai: Histori e sajuar",kro
"Kamioni shtyp tre makina në Tiranë, detajet e para",kro
"Shfrytëzonin 10-vjeçarin në “TikTok”, jepet sot masa e sigurisë për nënë e bir",kro
"Tronditëse/ Sherr brenda familjes, daja plagos nipin",kro
"Sekuestrohen mijëra euro e paund të padeklaruara, arrestohen 4 persona",kro
"I grabiti portofolin një shtetasi, e pëson keq adoleshenti në Vlorë",kro
"“E ëma ka pasur lidhje me Altin Çokun”/Trondit Babai i Sibela Abedinit: Ajo e futi në…",kro
"Shtyhet seanca për Erzen Breçanin/ GJKKO cakton mjekët për ekspertim",kro
"Çfarë ndodhi? Erzen Breçani përfundon në Spitalin e Burgut",kro
"E rëndë/ Kërcënonte dhe dhunonte nënën, arrestohet 46-vjeçari në Elbasan",kro
"Burrel/ Automjeti humb kontrollin, aksidentohen 4 këmbësorë",kro
"Vlorë/ Shpërthim eksplozivi në portën e avllisë, zbulohen detajet e para",kro
"Po krasiste pemët, rrëzohet dhe  humb jetën punonjësi i bashkisë në Peqin",kro
"E rëndë në Lushnjë/ 61-vjeçari konsumon fotoksinë, mjekët ndërhyjnë në kohë",kro
"U kap në Turqi, Prokuroria e Shkodrës dërgon dosjen për ekstradimin e Ibrahim Licit",kro
"E rëndë, 2-vjeçari bie në lumë, vijojnë kërkimet për trupin e tij",kro
"Flakët  shkrumbojnë dy banesa në Gjirokastër",kro
"Zbardhet sherri midis fqinjëve që degjeneroi në përdorimin e armëve. Pyeten familjarët",kro
"Të shtëna me armë zjarri në Tiranë, një i plagosur, identifikohet autori (Emri)",kro
"Plagosje me thikë në Kavajë, raportohet për 1 të plagosur",kro
"Digjet një automjet në Vlorë, raportohet për të lënduar",kro
"“Bos droge”, kush është shqiptari i arrestuar në Bolivi",kro
"E RËNDË në Vlorë/ Makina me dy persona brenda, shpërthen në flakë  teksa ishte në lëvizje",kro
"Plagosi me thikë 22-vjeçarin në Shkodër, vihet në pranga autori disa orësh pas ndjekjes",kro
"Ishte duke punuar, plagoset minatori në një minierë në Martanesh",kro
"E rëndë/ 26-vjeçari në Korçë bën për spital nënën e tij",kro
"Emri/ Bënte kërdinë nëpër shtëpi, bie në pranga “skifteri” i Durrësit",kro
"Zjarr në Tivar të Malit të Zi, katër të vdekur, mes tyre tre të mitur",kro
"“Më ktheni në atdhe”, i dënuari shqiptar prej një muaji në grevë urie, Ministria s’ka…",kro
"E RËNDË/ Ndërron jetë punonjësi në pikën e inerteve në Krujë pasi u përplas nga kamioni",kro
"“Gjeji 1000 euro ndryshe kam me vra..”/Zbardhen përgjime, si Altin Qoku kërcënonte mjekun",kro
"Sherri për vendin e parkimit që përfundoi në tragjedi/ Dalin fotot e viktimës dhe autorit",kro
"Del kartela mjekësore e Altin Çokut: Nuk ka probleme të shëndetit mendor",kro
"E RËNDË / Abuzohet seksualisht e mitura në Tiranë, arrestohet 31-vjeçari",kro
"Shpërthen makina në ecje, zbardhen detajet e para",kro
"Tragjedi në vendin fqinj, i mituri shqiptar gjendet pa shenja jete nga e motra në banesë",kro
"Rasti i 27-vjeçares, eksperti “plas bombën” tjeter mbi Altin Çokun”: leu me benzinë…",kro
"Arrestohen katër djem të moshës 12 dhe 14-vjeç, me akuzën e përdhunimit",kro
"E rëndë/ Abuzohet seksualisht 13-vjeçari me autizëm",kro
"Nga Eldi Dizdari tek…, gazetari flet për bosët e krimit që dyshohet se fshihen në Dubai",kro
"“Ta tregoj unë si luhet”/ Zbardhen detaje nga rrjetet sociale të 27-vjeçares që u vetëvra",kro
"E rëndë! Plagoset 54-vjeçari në Vaun e Dejës, dyshohet se po pastronte…",kro
"Mbante armë dhe mina me telekomandë, në një dyqan rrobash, arrestohet një person në Vlorë",kro
"E rëndë/ 15-vjeçarja në Fier tenton t’i japë fund jetës duke konsumuar fostoksinë",kro
"Kamzë, 27-vjeçarja bie nga kati i katërt i pallatit, humb jetën",kro
"EMRAT/ Aksidentohen dy automjete në Sarandë ,raportohen dy të plagosur",kro
"Video/ E çon makinën për riparim në servis, mekaniku e merr peng pronarin",kro
"Zjarri del jashtë kontrollit në Fier, rrezikohen banesat pranë fshatit Hambar",kro
"Tjetër zjarr i madh në pyllin e Sodës në  Vlorë, era po favorizon përhapjen",kro
"Flakët përfshijnë zonën pyjore në Memaliaj, ngelen pa energji elektrike disa fshatra",kro
"E rëndë/ Vetëvritet me kallashnikov 65-vjeçari në Pogradec (EMRI)",kro
"Zbardhet atentati i plagosjes me armë zjarri në Shkodër/ Arrestohet në Berlin autori",kro
"Ngjarje e rëndë/ Gjendet e vdekur në banesë një grua, zbardhen dyshimet e para",kro
"Ky është ekonomisti 70-vjeçar që u vra gabimisht në vendin e punës",kro
"Vrasje në Kurbin/ Ekzekutohet me armë ekonomisti i firmës, plagoset pronari",kro
"Pagoi 120 mijë euro për rrahjen e gruas, dërgohet për gjykim dosja e avokatit",kro
"VIDEO/ Arrestohet “i rrezikshmi” në Shkodër – Detajet",kro
"U qëllua me plumb në fytyrë, zbardhet dëshmia e Selami Brahimit: S’kam konflikte…",kro
"E RËNDË/ Ishte duke punuar në një fabrikë, rrëzohet nga skela 65-vjeçari",kro
"“Po pinim, pastaj …”/ Zbardhet dëshmia e autorit, që dhunoi 81-vjeçarin në Korçë",kro
"U kapën me gjysmë toni drogë në një fabrikë kafeje, arrestohen dy shqiptarë në Zvicër",kro
"Asqeri Mandri mbetet në burg, deklarata: Më thoshte ik puno natën tek…",kro
"“Viza amerikane me 100%”garanci/ Njihuni me “kokën” e grupit që mashtronte qytetarët",kro
"Prona dhe automjete luksoze,  konfiskohen pasuritë e Redjan Rrajës",kro
"Shishe të thyera dhe njolla gjaku, detaje të reja në banesën e 80-vjeçarit në Korçë",kro
"Aksident i RËNDË në Tiranë/ 24-vjeçari përplas me makinë 3 adoleshentët",kro
"Emri/ I dënuar në Itali për “Shfrytëzim prostitucioni”, arrestohet 56-vjeçari në Elbasan",kro
"“Kamerat i vuri se ishte xheloz”,  flet nëna e 34-vjeçarit: Nusja e kishte bërë planin…",kro
"“Kështu ma dha truri”/Ky është Asqeri Mandri, i riu që rrihte dhe mbante të izoluar gruan",kro
"Ryshfet për t’i shpëtuar gjobës/ Arrestohen 5 shoferëve në Tiranë, mes tyre një grua",kro
"Trafik armësh dhe eksplozivësh, kapen 46 kg tritol/ Arrestohen 3 shtetas kosovarë",kro
"Abuzoi dhe shfrytëzoi seksualisht të miturën/ Dervish Hasi kërkon lirimin nga burgu",kro
"E rëndë në Krujë/ Po ecte mbrapsht me makinë, gjyshi përplas për vdekje mbesën e mitur",kro
"Aksident i trefishtë në Rinas, bllokohet rruga e aeroportit",kro
"Aksidenti i rëndë në Korçë, i riu ndëron jetë  rrugës për në spital  (EMRI)",kro
"Aksident i rëndë në Korçë, raportohet për disa të plagosur",kro
"Video/ Forcat RENEA në aksion shpëtim pengjesh në Dubai? Ja çfarë ka ndodhur",kro
"U ndanë! Gruaja shkrumbon makinën dhe tenton t’i djegë shtëpinë: I bleva vetë!",kro
"Në banesë jetonte vetëm e ëma, policia jep detaje për shpërthimin në Lezhë",kro
"Automjeti përplaset me karrotrecin, plagosen katër të rinj",kro
"Aksident në autostradën Tiranë-Durrës, zbardhen detajet e para",kro
"Vetëhidhet nga banesa 35-vjeçari, ja çfarë dyshohet",kro
"Të vdekura në shtëpi prej 4 ditësh/Detaje nga ngjarja në Korçë:Nëna ishte e paralizuar…",kro
"Shpërdoruan detyrën/ Pezullohen nga detyra 5 efektivë të Rrugores së Fierit",kro
"Shijak, një 54-vjeçar gjendet i pajetë në rrugë, detajet e para",kro
"Aksident i frikshëm në Durrës, autobusi plot me pasagjerë përplaset me trafikndarësen",kro
"E rëndë në Korçë/ Nënë e bijë gjenden pa jetë në banesë",kro
"Naim Murseli përfundon dëshminë, ndryshon versionin e dhënë dhe aludimet per tradheti",kro
"Vrasja e Liridona Ademajt, ish-drejtuesi i Policisë: Shkaku kryesor,xhelozia dhe tradhtia",kro
"“Na fal që nuk të shpëtuam dot në kohë”, tronditje dhe dhimbje për vrasjen e Suelës",kro
"Grabiten banesat në Memaliaj, hajdutët marrin para, bizhuteri, por edhe ushqime",kro
"Aksident në aksin Lezhë-Laç, mes të plagosurve edhe një i mitur",kro
"Në kërkim për tentativë vrasje, arrestohet shqiptari i shumëkërkuar në Bruksel – EMRI",kro
"Vodhi një Range Rover te stadiumi, duke u maskuar si lypës, policia e kap në flagrancë",kro
"28-vjeçarja humbi jetën në spitalin ‘Amerikan’, flet shoqja: Janë paguar mbi 4 mijë euro",kro
"E reja ndërron jetë në një spital/ Policia merr në pyetje mjekët dhe anestezistin",kro
"Babai i vrau nënën para syve/Zbardhet dëshmia tronditëse e të miturës: E pyeta pse e bëri",kro
"Makina përplaset me motorin/ Plagosen 3 persona",kro
"Shkëmbi mbi banesë i la pasoja te këmbët, familjarët e të riut në Përmet apel për ndihmë",kro
"Mashtroi  bizneset dhe përfitoi 1.6 milionë Lekë, arrestohet 34-vjeçarja në Korçë",kro
"E rëndë/ Vëllai jeton me motrën e vdekur në banesë prej ditësh, policia hyn me forcë",kro
"Zbulohen detaje të tjera për vrasjen e Bledar Dedjas/ Gruaja punësoi dedektiv privat",kro
"E rëndë! Bëri për spital bashkëshorten, e pëson keq 38-vjeçari nga Puka",kro
"Nga humbja e motrës te puna në market/ Historia tragjike e Miss Kavaja që vdiq nga zemra",kro
"Jeta torturuese në shtëpinë e Zhabolit/ Zbulohen detaje tronditëse: Kur i zgjonte natën…",kro
"Drejtonte automjetin në gjendje të dehur, në pranga 24-vjeçari në Korçë",kro
"Plas sherri me thika mes adoleshentëve, arrestohet 16-vjeçari në Tiranë",kro
"Foto/ I “nxiu jetën” familjarëve, zbulohet identiteti i 35-vjeçarit, Jetnor Zhaboli…",kro
"“Burgosi” gruan dhe fëmijët në shtëpi, zbardhet dëshmia e 35-vjeçarit: E bëra për…",kro
"Me 3 mina dhe eksploziv C4 në trup, arrestohet 45 vjeçari në Lezhë",kro
"E trishtë/ Ëndërronte të bëhej Miss, ndahet papritur nga jeta 18-vjeçarja shqiptare",kro
"Aksident i rëndë në Kamëz, ndërron jetën 35-vjeçarja",kro
"FOTO/ Ky është nënkomisari që u vetëvra brenda komisariatit të Durrësit",kro
"Aksident i rëndë, përplasen 3 makina dhe një kamion, raportohen 6 të plagosur",kro
"Fier/ Zjarr në zyrat e IKMT-së, flakët përfshijnë dhe godinën e zjarrfikëses",kro
"Divjakë/ Punonjësi dëmtohet nga makineria, humb jetën gjatë rrugës për në spital",kro
"Shfrytëzonte shtetaset e huaja për prostitucion, arrestohet në Rinas 41-vjeçari me 5 emra",kro
"Ngiste makinën e dehur, 37-vjeçarja shkakton aksidentin me 6 të plagosur në Rinas",kro
"Sherr me sende të forta në Lezhë/ Përfundon me fraktura në kokë i moshuari",kro
"Aksident i rëndë në Vlorë-Levan/ Përplasen dy automjete, goditet bariu teksa kalonte",kro
"U shfrytëzuan për prostitucion, zbardhen dëshmitë e vajzave të mitura: U ofruam sepse…",kro
"Parandalohet ngjarje kriminale/ Me kallash dhe dy mina me telekomandë, arrestohet i riu",kro
"Bie aksidentalisht nga kati i dytë/ Humb jetën 50 vjeçarja në Tiranë",kro
"“30 mijë euro për tokën”,zbulohet “komploti”i familjes pogradecare me punonjësen e bankës",kro
"“Tempulli”, nxirren 50 urdhra ndalimi dhe arrestimi, sekuestrohen drogë, armë dhe …",kro
"Shtëpia në Përmet ku ra shkëmbi, 5 anëtarët e familjes tregojnë si zuri poshtë të riun",kro
"Tregtonin lëndë narkotike/ Goditen 7 grupe kriminale, 273 të arrestuar në mbarë vendin",kro
"“I masakruar në pyll, dhe gjysëm i zhveshur” detaje, si u gjet i vrarë shqiptari në Itali",kro
"U rrah brutalisht, zbardhet shkaku absurd që i mori jetën të riut",kro
"Bie skela dhe i zë poshtë, plagosen babë e bijë në Tiranë",kro
"Gjenden mbetje kockore njeriu në Tepelenë, ja për çfarë dyshohet",kro
"Gjendet një trup i dekompozuar buzë lumit vjosa, dyshohet se…",kro
"Sot 13 vite nga “21 Janari”/ Vrasja e katërfishtë në bulevardin “Dëshmorët e Kombit”",kro
"Lushnje/ Aksident i rëndë, dyshohet për një person të bllokuar në mjet",kro
"Arrestimi i mjekut besimtar/ Reagon KMSH: Distancohuni nga individët që keqpërdorin fenë",kro
"Ka 7 fëmijë me 3 gra/ Detaje mbi mjekun maniak, e mitura e njohu gjatë sëmundjes së nënës",kro
"Krujë/ Policia dhe FNSH ngrejn postblloqe për parandalimin e ngjarjeve krimiale",kro
"Mjeku maniak/Dervish Hasa punon kardiokirug tek Sanatoriumi, në 2019 i hodhën në erë…",kro
"Aksident në Tiranë/ Autobusi përplaset me makinën, zbardhen detajet e para",kro
"2023, rriten me 17%  aksidentet me pasojë humbje jete, Policia:Shumica, shkaku drejtuesve",kro
"Detaje nga arrestimi i kirurgut maniak/ Policia zbulon aktet e rënda në celularin e tij",kro
"Aksident në aksin nacional Korçë-Pogradec, krijohen radhë të gjata trafiku",kro
"Rikthehen reshjet e dëborës në veri, ja si paraqitet situata në disa prej akseve kryesore",kro
"Ndezi qiri për tu ngrohur, dalin pamjet e kasolles ku u dogj 49-vjeçari në Kolonjë (Foto)",kro
"Zjarr në hotelin në qendër të Shkodrës, evakuohen klientët, zbulohen detajet e para",kro
"Vrasja e Gëzim Sinomatajt/ Zbulohen përplasjet  e babait të viktimës me ‘Faqedjegurin’",kro
"Korçë/  Gjendet i pajetë 40 vjeçari nga Tirana, çfarë ndodhi në dhomën e  hotelit?",kro
"Skandal në Rinas/Qytetarit i marrin 9500 € nga valixhja, Aeroporti asnjë përgjegjësi",kro
"Balla “zbor”shefave së policisë!Zbardhni vrasjet, zbardhen diskutimet me dyer të mbyllura",kro
"E rëndë/ Punonjësja e spitalit bie në kontakt me rrymën elektrike",kro
"Trafikonte të miturit/ Lihet në burg Lorela, flet adoleshentja e shfrytëzuar:E bëja me…",kro
"Prokuroria e Tiranës rekurs për lirimin e Dritan Goxhaj, kërkon rikthimin e tij në burg",kro
"Kapet konteineri me kokainë, 11 të arrestuar bashkë me kreun shqiptar të grupit",kro
"U përfshinë në shpërndarje masive të kokainës, kush janë shqiptarët e dënuar në Britani",kro
"Aksident i shumëfishtë në aksin Rrogozhinë-Kavajë, zbardhen detajet e para",kro
"Aksidenti me një viktimë në Rinas, detajet e para",kro
"Shkodër/ Zjarri në pavionin e kirurgjisë, MSH: Vijon shërbimi me kapacitet të plotë",kro
"VIDEO/Pamje nga reparti i Kirurgjisë në spitalin e Shkodrës/ Flakët nisën nga dhoma e…",kro
"Plagosje me armë zjarri në Tiranë",kro
"60-vjeçari shiti apartamentin dy herë/Plas sherri,çifti i shkatërron ambientet,nis hetimi",kro
"“Shqipëria më ka borxh 135 mln euro”/ Becchetti do të apelojë marrëveshjen Itali-Shqipëri",kro
"Çfarë po ndodh në Tiranë? “Shqiponjat” zbresin në terren, disa të arrestuar",kro
"Dëshmia tronditëse/ I riu i jepte kontraceptivë të miturës që të mos mbetej shtatzënë",kro
"Tjetër abuzim sekual në Korcë,15-vjeçarja akuzon të riun",kro
"Tragjedi/ Dy vjeçaria humb jetën në spital, dyshohet se…",kro
"Po luante në oborrin e shkollës, lëndohet me thikë 13-vjeçari në Tiranë",kro
"Nuk ishte ai shënjestra/ Zbardhen detaje nga vrasja e Gëzim Sinomatit",kro
"Familjaret e Saimir Sulës protestë para Parlamentit Europian: T’i bëhet ADN-ja zemrës",kro
"I moshuari shkon për të marrë pension, humb jetën në zyrën postare",kro
"Gjoba për këmbësorët që shkelin rregullat e qarkullimit, qytetarëve u merret ID dhe…",kro
"Kukës/ Doli për gjah dhe u vetëplagos nga pakujdesia, procedohet 41-vjeçari",kro
"Ngjarja e rëndë në vendin fqinj, zbardhet dëshmia e 50-vjeçarit shqiptar në polici",kro
"Krim në familje/ Shqiptari vret me armë kunatin në Greqi, i përdhunoi vajzën",kro
"E shkuara e errët e të atit,apo pazaret e prishura të drogës/Kush e vrau Gëzim Sinomatin?",kro
"Tronditëse/ Masakrohet gruaja shtatzënë, partneri dhe shoku i tij i çanë organin gjenital",kro
"Video/Blindohet Vlora, Sokol Sinomati merr leje nga burgu për varrimin e djalit",kro
"E rëndë, aksident me pasojë vdekjen e një personi në Tiranë",kro
"Publikohet fotoja, ja momenti kur Xhemal Loka dhunon 41-vjeçaren që i dha fund jetës",kro
"Mbante kanabis sativa në formë çokollate në konvikt për ta shitur,arrestohet adoleshentja",kro
"Vetëvrasja e 41 vjeçares/ Bashkëshorti del sot në gjyq, ja akuzat që rëndojnë mbi të",kro
"Vodhën në një qendër tregtare në Tiranë, arrestohet 29-vjeçari, në hetim 3 të mitur",kro
"Shoferi humb kontrollin e ambulancës/ Lëndohet drejtuesi dhe infermierja në Fier",kro
"Plan apo rastësi?/ E gjithë zona në terr, në momentin kur ndodhi ekzekutimi i 22-vjeçarit",kro
"Ekzekutimi me snajper i 23-vjeçarit në Vlorë/ 10 të shoqëruar",kro
"Flet vajza e Bedrie Lokës: Mami kishte shenja dhune, ajo…",kro
"Aksidenti i rëndë në aksin Fushë Krujë-Tiranë, “Benzi” përplas për vdekje 4-vjeçarin",kro
"Arrestohet 29-vjeçari, dyshohet se ka kryer marrëdhënie intime me një 12-vjeçare",kro
"E rëndë në Ersekë/ Shkoi në spital për ndihmë, ndërron jetë sapo mbërriti te shkallët",kro
"Kaluan festat në atdhe, emigrantët shqiptarë kthehen në Greqi, ja sa u larguan në 24 orë",kro
"Gjenden dy persona të pajetë në Vlorë, dyshimet e para",kro
"Vodhi 17 mijë euro në shtëpinë e të vëllait, arrestohet  38-vjeçari në Elbasan",kro
"Berisha ankimon masën e sigurisë arrest shtëpie",kro
"Plagoset me armë zjarri 73-vjeçari, dyshimet e para",kro
"Vlorë/ Makina përplas 8-vjeçarin! I mituri transportohet drejt spitalit",kro
"Theu masën e sigurisë ‘arrest shtëpie’, arrestohet 26-vjeçari në Himarë",kro
"Tragjike në Itali/Humb kontrollin e mjetit dhe përplaset me murin, ndërron jetë shqiptari",kro
"Tentoi të godasë me shkelm qytetarin, pezullohet nga detyra polici në Vlorë",kro
"Aksidenti i pazakontë në Tiranë, automjeti tip Benz fluturon mbi trotuar, detajet e para",kro
"Tjetër aksident në vend, përplasen dy automjete në Lezhë, dy gra të plagosura",kro
"Plagoset një grua në Tiranë, çfarë ndodhi pas mesnate pranë Ministrisë së Drejtësisë",kro
"Aksident i trefishtë në Pogradec, zbardhen detajet e para",kro
"SPAK lejon Belerin të dalë nga qelia për të marrë pjesë në një ceremoni mortore",kro
"Shisnin fishekzjarrë dhe kapsolla/ Nën hetim dy persona në Elbasan",kro
"Tragjedi në familje, i ati i dehur i sulmon nënën, 35-vjeçari merr thikën dhe e masakron",kro
"VIDEO/ Aksident në Durrës, shoferi përplas për vdekje kalimtarin",kro
"Të shtëna me armë në një lokal në Kurbin, plagoset një person",kro
"Mashtronin shtetas grekë duke ju marrë të dhënat e llogarive bankare, 2 në arrest",kro
"Tetovë/Sherri me dy viktima dhe dy të plagosur për vendparkim! Gjenden armë të tjera",kro
"Gjykata rrëzon kërkesën e Fredi Belerit për zëvendësimin e masës së sigurisë",kro
"Durrës/ 29-vjeçari i jep fund jetës , gjendet i varur",kro
"Shiste fishekzjarrë dhe kapsolla kontrabandë, nën hetim pronari i dyqanit në Roskovec",kro
"E rëndë/Sherri për vendin e parkimit shkakton dy humbje jete dhe dy të plagosur në Tetovë",kro
"Aksident i rëndë në aksin Dimal-Kuçovë, përfundojnë në spital dy shoferët dhe pasagjeri",kro
"Kontrabandë me fishekzjarre, elektroshtëpiake dhe pije alkoolike, procedohen 5 persona",kro
"Jo vetëm në doganën e Kakavijës/ Korrupsion edhe në policinë kufitare",kro
"E rëndë/ Gjenden të pajetë në banesën e tyre nëna me 4 fëmijët",kro
"“Ku është djali im?”/ Mes tymit dhe flakëve nëna kërkon të birin, e merr ambulanca",kro
"Sherri për pronën në Mat/ 46-vjeçari plagos me sende të forta bashkëfshatarin (EMRI)",kro
"Shkoi me pushime në Korçë, i riu nga Durrësi i jep fund jetës duke u hedhur nga pallati",kro
"“Kërcasin” krismat! Të shtëna edhe në Kamëz, 33-vjeçari qëllon ndaj dy shtetasve",kro
"Shkaktari kryesor i arsyes së zjarreve në biznese, në Tiranë për vitin 2024",kro
"Aksident me 2 të plagosur,në aksin Fier-Portez, automjeti me targa greke bie në kanal",kro
"I shpallur në kërkim për kultivimin e mbi 10 mijë bimëve narkotike arrestohet 28 vjeçari",kro
"Kapen 2 ton kokainë, dështon klani kriminal “Farruku”",kro
"Plagosi me thikë dy të miturit, nis procedimi në gjendje të lir për 14 vjeçarin",kro
"Emri/ Kush është polici që përplasi makinën ku ndodhej djali i gjyqtares Irena Gjoka?",kro
"Bullizmi bëhet shkak sherri, plagos me thikë dy moshatarët, ndalohet 14 vjeçari",kro
"Tentoi të fusë alkool në burgun e Drenovës, arrestohet specialisti i burimeve njerëzore",kro
"Videoskandali me Safet Gjicin,zbardhen sms e Alma K me Abedin Oruçin: ‘Dëgjo mu ti ke…”",kro
"Motomjeti humbet kontrollin dhe del nga rruga, dëmtohet shoferi dhe bashkëshortja e tij",kro
"Shkodër/Arrestohet 50 vjeçarja bullgare, pjesë e grupit kriminal që trafikonin emigrantë",kro
"Vodhi paratë në një lokal, e pëson keq 66-vjeçari",kro
"Masakroi me thikë gruan shtatzënë, shqiptari poston video në Tik Tok pas vrasjes",kro
"Tronditëse/ Gruaja shtatzënë vritet para shtëpisë së saj nga një shqiptar (Emri)",kro
"Aksident në Lezhë/ Përplasen motorët, raportohet për tre të plagosur",kro
"Tragjike! 24-vjeçarja shqiptare bie nga dritarja e çatisë, ndërron jetë në spital",kro
"Aksident i 5-fishtë në aksin Tiranë-Durrës, bllokohet qarkullimi, detajet e para",kro
"Gara me makina mori jetën e tre personave, një muaj paraburgim për dy shoferët",kro
"Vrau Florenc Kovaçin dhe i plagosi vëllain, kërkohet burgim i përjetshëm për Ardit Hidën",kro
"Dëmtoi traun e parkimit të hotelit dhe makinën e policisë, vihet në pranga 41 vjeçari",kro
"Ra në Lum teksa po peshkonte, humb jetën 65-vjeçari, policia në kërkim të trupit",kro
"Aksident në aksin Fier -Seman, përplasja e dy automjeteve le dy të plagosur",kro
"Transponte emigrantë të paligjshëm, 500 Euro për person, në pranga 22 vjeçari",kro
"Në kërkim ndërkombëtar për tentativë vrasje, arrestohet shtetasi turk në Tiranë",kro
"I qëlluar 7 herë me thikë/ I riu mbërrin i pajetë në spital, zbardhen detaje nga ngjarja",kro
"Gara përfundon në tragjedi, makina përplas për vdekje 3 të rinj dhe lë tre të plagosur",kro
"I dënuar me burgim të përjetshëm, Sokol Mjaçaj izolohet në regjimin 41 bis",kro
"Abuzimi i 2 vajzave, Balla: Do bëjmë gjithçka që viktimat e dhunës seksuale të mbrohen",kro
"Atentati me armë zjarri në Tiranë, dëshmitarët rrëfejnë tmerrin",kro
"Të shtëna me armë zjarri në kryeqytet, zbardhen detajet e para",kro
"Aksident i rëndë në Qukës, raportohet për viktima dhe të plagosur (Detajet)",kro
"Apeli lë në fuqi dënimin me 3 vite shërbim prove, për ish-gjyqtaren Mimoza Margjeka",kro
